,price,sqft_living,sqft_lot,yr_built,bedrooms,bathrooms,floors,renovated_2000,waterfront,has_basement,view_EXCELLENT,view_FAIR,view_GOOD,view_NONE,grade_11 Excellent,grade_12 Luxury,grade_13 Mansion,grade_3 Poor,grade_4 Low,grade_5 Fair,grade_6 Low Average,grade_7 Average,grade_8 Good,grade_9 Better,condition_Fair,condition_Good,condition_Poor,condition_Very Good
11,468000.0,-1.1654130282090667,-0.32152424049658157,-0.9836453274993333,-1.7136281571476792,-1.7264109946842445,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
12,310000.0,-0.672080160276711,1.0073110662462617,-1.5020055054959516,-0.2793678197273204,-1.7264109946842445,0.19014451901712115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
13,400000.0,-0.7731345241557953,0.2085671577011695,0.21045619686300682,-0.2793678197273204,-0.30054874380717284,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
14,530000.0,-0.11651213842895516,-0.5573441847108965,-2.4453046330740724,1.5275865071789705,0.03967999197024403,0.19014451901712115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,650000.0,1.0351117602388475,-0.5235869574812327,0.2780505902285793,0.738256084409971,1.072776992024748,1.006704077363308,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,395000.0,-0.01454709229019261,0.6206781499184343,0.7828416824720386,-0.2793678197273204,0.03967999197024403,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17,485000.0,-0.40725577136601243,-0.6907404385020649,-1.8847072234546651,0.738256084409971,-1.7264109946842445,0.19014451901712115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
18,189000.0,-1.0854876044848472,0.2278617590828007,-1.7104802565994774,-1.7136281571476792,-1.7264109946842445,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
19,230000.0,-0.9892467232263178,0.21927742933260425,-0.06060691893638444,-0.2793678197273204,-1.7264109946842445,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20,385000.0,-0.3779687586621224,-0.5280289538505096,-0.8117479601113889,0.738256084409971,-0.30054874380717284,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
21,2000000.0,1.1137048447331837,1.9082652263745448,-0.09456721905360362,-0.2793678197273204,0.8510780326296571,-0.960731539334015,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,285000.0,0.417367580412295,-0.2674512427251539,0.8163592812404239,1.5275865071789705,0.6082342987016658,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,252700.0,-1.3558139193571108,0.2043228597448098,0.48042465802705264,-1.7136281571476792,-0.6933139946297409,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,329000.0,0.5972698079728923,-0.2328147797409274,0.48042465802705264,-0.2793678197273204,0.339783005424763,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
25,233000.0,-0.25050127248455684,-0.5928696566551296,-1.018077905825921,-0.2793678197273204,0.03967999197024403,0.19014451901712115,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
26,937000.0,0.5972698079728923,-1.2101920696961637,-1.9196071716986716,-0.2793678197273204,-0.30054874380717284,1.006704077363308,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,667000.0,-0.7220659381129194,-1.7996348738375794,-2.12939034388292,-0.2793678197273204,-1.7264109946842445,0.19014451901712115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
28,438000.0,-0.5281835190796041,-0.25346649425872425,-0.7774214641874189,-0.2793678197273204,-0.30054874380717284,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,719000.0,0.7100039950572011,-0.12362537290760003,1.1506142243214055,0.738256084409971,0.6082342987016658,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30,580500.0,0.468732884623652,-0.7764470190488237,1.0838968042697268,-0.2793678197273204,0.6082342987016658,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31,280000.0,-1.1052163740451477,-2.0467644170915147,1.1506142243214055,-1.7136281571476792,-0.6933139946297409,2.1575801357144444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,687500.0,0.47887300436123714,-0.5235869574812327,-1.4326581451869955,0.738256084409971,-0.30054874380717284,0.19014451901712115,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
33,535000.0,-1.3121538900485616,-1.0897230483450586,-1.4326581451869955,-0.2793678197273204,-1.7264109946842445,0.19014451901712115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
34,322500.0,0.1885087788017449,-0.20603089683513204,0.3455767064175961,0.738256084409971,0.8510780326296571,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,696000.0,0.4483208592392598,-1.0677762596862574,-1.398011422803236,-0.2793678197273204,0.6082342987016658,0.19014451901712115,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,550000.0,-0.3204640979655355,1.628196178224355,-1.2941788634725107,0.738256084409971,-1.7264109946842445,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
37,640000.0,0.5090342797526408,-0.32152424049658157,-2.30471394120833,0.738256084409971,0.03967999197024403,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
38,240000.0,-1.0465185485857396,0.007648763596187184,-0.06060691893638444,0.738256084409971,-1.7264109946842445,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
39,605000.0,0.7554307223375255,-0.06641518316500605,0.849860083416357,0.738256084409971,0.6082342987016658,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
40,625000.0,0.7100039950572011,-0.4139341274295722,0.9836956623379224,0.738256084409971,0.6082342987016658,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
41,775000.0,1.8791939529533366,1.2234294069682319,0.44673816230640384,0.738256084409971,0.339783005424763,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,861990.0,1.5012957034418222,-0.39029582357022846,1.450021365307137,1.5275865071789705,0.8510780326296571,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
43,685000.0,-0.4518799592152523,-1.3938749854956647,-1.6756892855602405,-0.2793678197273204,-1.7264109946842445,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
44,309000.0,-0.933333251852219,0.2058159524558997,-0.40098876093610175,-0.2793678197273204,-1.7264109946842445,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
45,488000.0,1.1972347290113785,0.5856343970062473,1.0838968042697268,-0.2793678197273204,0.6082342987016658,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
46,210490.0,-1.5390186162676291,0.06814071568278512,-0.16253961875107947,-0.2793678197273204,-1.7264109946842445,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47,785000.0,0.43804818850013594,0.5702932640713727,0.3455767064175961,0.738256084409971,0.6082342987016658,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
48,450000.0,-0.9892467232263178,-0.3283797726109846,-0.6060528767715814,-0.2793678197273204,-0.30054874380717284,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
49,1350000.0,0.8721705082400222,2.319171671278113,-0.6060528767715814,-0.2793678197273204,0.6082342987016658,-0.960731539334015,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
50,228000.0,-1.1052163740451477,0.15208149203780608,-0.5376282552983181,-0.2793678197273204,-1.7264109946842445,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
51,345000.0,1.1897622213148467,0.1442226275267258,-0.16253961875107947,1.5275865071789705,0.6082342987016658,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
52,600000.0,-0.7052859796994512,-0.7489449475278357,-0.7088213049166604,-0.2793678197273204,-0.30054874380717284,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
53,585000.0,0.09512729656508956,0.07099609674827262,0.3455767064175961,-1.7136281571476792,-0.30054874380717284,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54,920000.0,0.8523913637007255,-0.32152424049658157,-1.5020055054959516,1.5275865071789705,0.339783005424763,0.19014451901712115,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
55,885000.0,0.9372053372617837,-0.5235869574812327,0.8163592812404239,0.738256084409971,0.6082342987016658,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56,292500.0,0.39650395571524366,-0.6415876557396556,1.2505656748021132,0.738256084409971,0.6082342987016658,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
57,301000.0,0.5682233517922993,-0.5804341159264378,1.0838968042697268,-0.2793678197273204,0.6082342987016658,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
58,951000.0,1.2634424117061598,0.6442643784384554,-0.09456721905360362,1.5275865071789705,1.2767202648740377,1.006704077363308,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
59,430000.0,-0.06497840999440732,0.2419487895492571,0.6821879379719071,0.738256084409971,1.072776992024748,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
60,650000.0,0.2893230353150622,1.0792169194533028,-0.40098876093610175,-0.2793678197273204,0.339783005424763,-0.960731539334015,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
61,289000.0,-0.9704611720040767,0.05138006943326784,-0.5718318116050296,-0.2793678197273204,-0.30054874380717284,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62,505000.0,0.6627490098361906,0.08899634457307104,0.07506202532999641,-0.2793678197273204,-0.30054874380717284,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
63,549000.0,-0.49736511677686684,-2.259567526854515,1.450021365307137,-0.2793678197273204,-0.30054874380717284,2.1575801357144444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
64,425000.0,-0.3204640979655355,-0.32152424049658157,0.2780505902285793,-0.2793678197273204,0.339783005424763,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
65,317625.0,0.8866839567465217,-0.8251171324696449,-1.5714248776146535,-0.2793678197273204,0.8510780326296571,0.19014451901712115,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
66,975000.0,0.8437397055344781,0.35516779871728327,0.6150011490572734,0.738256084409971,0.6082342987016658,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,287000.0,0.3860024942335927,-0.6044921396107155,1.1506142243214055,0.738256084409971,0.6082342987016658,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
68,204000.0,-1.5153242037125245,0.4531207311613018,-0.09456721905360362,-0.2793678197273204,-1.7264109946842445,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
69,1330000.0,1.2268901414667084,1.0215316407358244,-0.19655175346749,1.5275865071789705,0.339783005424763,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
70,1040000.0,2.168023143267336,2.0303958487021685,0.07506202532999641,1.5275865071789705,1.2767202648740377,-0.960731539334015,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
71,325000.0,-0.9704611720040767,-0.3956150886891582,0.041170592744488275,-0.2793678197273204,0.03967999197024403,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
72,571000.0,0.8696000109424535,-0.029757901572994717,-1.8847072234546651,0.738256084409971,0.03967999197024403,0.19014451901712115,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
73,360000.0,0.5289295387875711,-0.5235869574812327,1.1506142243214055,0.738256084409971,0.6082342987016658,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
74,349000.0,-0.14270767687184904,2.0399782171251166,-0.19655175346749,-0.2793678197273204,-0.30054874380717284,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
75,832500.0,1.3905280735724974,1.6362448843376636,0.5140941874938477,0.738256084409971,1.8057709786247327,1.006704077363308,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
76,380000.0,-0.18255495002995986,-0.1041747072115704,-0.5034421899442767,0.738256084409971,-0.30054874380717284,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
77,480000.0,-1.4228584620989704,-0.5103668013945617,-1.018077905825921,-0.2793678197273204,-1.7264109946842445,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
78,410000.0,-0.7052859796994512,-0.5103668013945617,-0.5034421899442767,-0.2793678197273204,-1.7264109946842445,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
79,720000.0,1.4042349389531419,1.7721913859476377,1.0505131085232453,0.738256084409971,0.6082342987016658,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,390000.0,0.49902333390559017,-0.5016401688224317,1.0838968042697268,-0.2793678197273204,0.6082342987016658,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
81,360000.0,-0.002106038593397493,-0.34221938363212756,0.7157560277272547,0.738256084409971,0.6082342987016658,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
82,355000.0,0.142280352466189,-0.19592470927213623,-0.7774214641874189,-1.7136281571476792,-1.7264109946842445,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
83,356000.0,-0.292229338885242,0.09179856252740091,-0.23058120156451428,-0.2793678197273204,-0.6933139946297409,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
84,315000.0,-1.6115650849710537,-0.21019954919786968,-0.6402914687328722,-0.2793678197273204,-1.7264109946842445,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
85,940000.0,0.27833199347560805,-0.8876603313604055,-1.5714248776146535,-0.2793678197273204,-0.6933139946297409,1.006704077363308,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
86,305000.0,0.7911522270062076,0.05138006943326784,-0.3327736026262393,1.5275865071789705,0.339783005424763,0.19014451901712115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
87,461000.0,0.8866839567465217,-0.27132818823240246,1.1839479818522907,-0.2793678197273204,1.2767202648740377,1.006704077363308,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
88,215000.0,-0.3925667879938539,-1.5171437553763127,0.2780505902285793,-1.7136281571476792,0.339783005424763,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
89,335000.0,-1.445637134030974,-2.2364557078626452,1.1839479818522907,-1.7136281571476792,-0.30054874380717284,1.006704077363308,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
90,243500.0,0.09512729656508956,-0.0886466709889587,0.5813824159660277,0.738256084409971,0.6082342987016658,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
91,1100000.0,1.451590962802759,-0.25816664557153846,1.0171127334377066,1.5275865071789705,0.8510780326296571,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
92,153000.0,-1.0854876044848472,0.2986848481386699,-0.29869210846822364,-0.2793678197273204,-1.7264109946842445,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
93,430000.0,-0.43691118382134014,-0.5235869574812327,-1.0869963133144502,-0.2793678197273204,-0.6933139946297409,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94,700000.0,-0.43691118382134014,-0.5235869574812327,-1.0869963133144502,-0.2793678197273204,-0.6933139946297409,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95,905000.0,1.299436610170131,0.2719780953532859,-0.8460920910198853,0.738256084409971,0.6082342987016658,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
96,247500.0,0.07119232748668564,0.7431863701740595,-0.12854477980694928,-0.2793678197273204,-0.30054874380717284,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
97,199000.0,-1.1654130282090667,-0.24999770704356386,0.14279338810781975,0.738256084409971,-0.6933139946297409,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
98,314000.0,-0.11651213842895516,1.829792350638659,0.31182217434823606,-0.2793678197273204,-0.30054874380717284,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
99,437500.0,0.468732884623652,1.690014137979901,0.7157560277272547,-0.2793678197273204,0.6082342987016658,1.006704077363308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
100,850830.0,0.19992562534810043,0.5557416496249261,-2.094380733581306,-0.2793678197273204,0.6082342987016658,0.19014451901712115,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
101,555000.0,0.09512729656508956,-0.9258697518220186,-1.4326581451869955,-0.2793678197273204,0.03967999197024403,0.19014451901712115,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
102,699950.0,0.3327818549107193,2.8776227239475314,0.4130346832244594,-0.2793678197273204,0.339783005424763,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
103,1090000.0,1.011013688029554,0.012851949728478768,-0.7088213049166604,-0.2793678197273204,0.6082342987016658,1.006704077363308,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
104,290000.0,-1.0659225610404195,1.598250081621197,-0.5718318116050296,-0.2793678197273204,-1.7264109946842445,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
105,375000.0,0.4889696973287958,0.2451658501840769,0.24426193682132982,-0.2793678197273204,0.6082342987016658,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
106,460000.0,-0.3063044505693773,-0.7695072555437559,-1.0869963133144502,-0.2793678197273204,-1.7264109946842445,0.19014451901712115,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
107,188500.0,-1.0081831640261643,-1.2948932924101213,0.48042465802705264,-1.7136281571476792,-0.30054874380717284,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
108,680000.0,1.1822659536174684,1.3871785097537075,0.6821879379719071,0.738256084409971,0.6082342987016658,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
109,470000.0,0.153922717876745,0.4778187250653747,-0.9836453274993333,1.5275865071789705,-0.30054874380717284,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
110,597750.0,0.4585489629370172,0.20213702256980723,0.44673816230640384,0.738256084409971,0.6082342987016658,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111,570000.0,-0.9704611720040767,-0.9747291158571356,-2.269612418037387,-0.2793678197273204,-0.30054874380717284,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
112,272500.0,-0.49736511677686684,0.5007475651233231,0.31182217434823606,-0.2793678197273204,-0.30054874380717284,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
113,329950.0,0.2112874507337485,-0.3272651798816059,0.007261969474711812,-0.2793678197273204,-0.30054874380717284,-0.960731539334015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
115,740500.0,1.966927767743438,-0.25869011717561696,-2.4453046330740724,-0.2793678197273204,1.4655422428473162,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
116,518500.0,-0.4220368492792669,-2.1996460901259502,1.31711704848474,-0.2793678197273204,1.4655422428473162,2.1575801357144444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
117,205425.0,-1.8167008628626786,-0.18607329675763806,-0.8804538750419642,-1.7136281571476792,-1.7264109946842445,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
118,171800.0,-0.4518799592152523,0.1993697886464934,-0.7088213049166604,0.738256084409971,0.03967999197024403,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
119,535000.0,-0.3925667879938539,-1.0963927371437747,-1.5714248776146535,0.738256084409971,-1.7264109946842445,0.19014451901712115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
120,660000.0,0.5486583083478717,-0.23725677611020227,-0.23058120156451428,-0.2793678197273204,0.6082342987016658,-0.960731539334015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
121,391500.0,-0.63933554772286,0.1439799303593255,0.5477467677882245,-0.2793678197273204,0.03967999197024403,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
122,395000.0,-2.1315110296095856,-0.32152424049658157,-0.6060528767715814,-1.7136281571476792,-1.7264109946842445,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
123,445000.0,0.23384814160096465,-0.6652616931669713,-1.6061616148696092,0.738256084409971,-0.30054874380717284,0.19014451901712115,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
124,770000.0,1.0029259469776182,0.2669931721076752,0.648602984066328,-0.2793678197273204,0.339783005424763,1.006704077363308,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
125,1450000.0,0.8696000109424535,0.8829738535762178,-1.954525349219132,0.738256084409971,0.8510780326296571,0.19014451901712115,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
126,445000.0,0.23384814160096465,0.024808464091560047,-0.12854477980694928,-0.2793678197273204,0.339783005424763,-0.960731539334015,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
127,260000.0,0.3002630744567123,0.10432159532438684,0.24426193682132982,0.738256084409971,0.339783005424763,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
128,822500.0,0.468732884623652,-0.5324888255048296,-1.536706180732938,1.5275865071789705,1.4655422428473162,1.006704077363308,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
130,212000.0,-1.3779509289931509,-0.020146464019749875,0.5140941874938477,-0.2793678197273204,-0.30054874380717284,-0.960731539334015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
131,660500.0,0.13058020833065698,0.19971607098347757,0.5140941874938477,0.738256084409971,0.339783005424763,-0.960731539334015,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
132,784000.0,1.7233122094975832,2.9129513321424394,0.6150011490572734,-0.2793678197273204,1.4655422428473162,0.19014451901712115,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
