,price,sqft_living,sqft_lot,yr_built,bedrooms,bathrooms,floors,renovated_2000_1,grade_11 Excellent,grade_12 Luxury,grade_13 Mansion,grade_3 Poor,grade_4 Low,grade_5 Fair,grade_6 Low Average,grade_7 Average,grade_8 Good,grade_9 Better,condition_Fair,condition_Good,condition_Poor,condition_Very Good,view_EXCELLENT,view_FAIR,view_GOOD,view_NONE,waterfront_YES
102,699950.0,2190,107593,1983,3,2.25,2.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
103,1090000.0,2920,8113,1950,3,2.5,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
104,290000.0,1210,33919,1954,3,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
105,375000.0,2340,10005,1978,3,2.5,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
106,460000.0,1670,4005,1939,3,1.0,1.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
107,188500.0,1240,2493,1985,2,1.75,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
108,680000.0,3140,28037,1991,4,2.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
109,470000.0,2030,12342,1942,5,1.75,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
110,597750.0,2310,9624,1984,4,2.5,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
111,570000.0,1260,3328,1905,3,1.75,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
112,272500.0,1540,12600,1980,3,1.75,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
113,329950.0,2080,5969,1971,3,1.75,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
115,740500.0,4380,6350,1900,3,3.5,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
116,518500.0,1590,1102,2010,3,3.5,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
117,205425.0,880,6780,1945,2,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
118,171800.0,1570,9600,1950,4,2.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
119,535000.0,1610,2982,1925,4,1.0,1.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
120,660000.0,2400,6474,1964,3,2.5,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
121,391500.0,1450,9132,1987,3,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
122,395000.0,770,6000,1953,2,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
123,445000.0,2100,4400,1924,4,1.75,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
124,770000.0,2910,10204,1990,3,2.25,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
125,1450000.0,2750,17789,1914,4,2.75,1.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
126,445000.0,2100,8201,1967,3,2.25,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
127,260000.0,2160,8811,1978,4,2.25,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
128,822500.0,2320,4960,1926,5,3.5,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
130,212000.0,1060,7875,1986,3,1.75,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
131,660500.0,2010,9603,1986,4,2.25,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
132,784000.0,3950,111078,1989,3,3.5,1.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
133,453246.0,2010,2287,2014,3,2.5,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
134,675000.0,2140,2278,2005,4,3.5,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
135,199000.0,1320,17390,1956,3,1.75,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
136,220000.0,2020,7840,1968,4,1.75,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
137,452000.0,2590,10002,1968,4,2.25,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
138,382500.0,1190,4440,1981,2,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
139,519950.0,1170,1249,2014,3,2.25,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
140,665000.0,1110,3200,1925,2,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
141,527700.0,2820,9375,1968,5,2.5,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
142,205000.0,1610,8579,1962,3,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
143,420000.0,1060,8097,1923,3,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
144,500000.0,2030,8517,1961,4,2.25,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
145,921500.0,3670,315374,1994,4,2.5,2.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
146,890000.0,2550,4000,1905,4,1.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
147,430000.0,2420,60984,2007,2,2.5,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
148,258000.0,2260,12500,1960,5,2.0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
149,511000.0,1430,3455,1947,3,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
150,532170.0,1360,3090,1990,3,2.0,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
151,560000.0,1110,5000,1947,3,1.0,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
152,282950.0,1250,8200,1954,3,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
153,2250000.0,5180,19850,2006,4,3.25,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
154,350000.0,700,5100,1942,1,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
155,215000.0,1180,7669,1967,3,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
156,650000.0,3960,25245,1996,5,3.5,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
157,320000.0,2640,7500,1967,4,2.75,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
158,247000.0,1270,7198,1916,3,2.0,1.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
159,320000.0,1760,11180,1968,4,1.75,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
160,255000.0,2060,8632,1962,5,2.25,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
161,438000.0,1780,9660,1962,3,1.75,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
162,900000.0,3400,16603,2000,3,2.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
163,441000.0,1910,7280,1979,3,2.75,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
164,420000.0,2020,38332,1975,3,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
165,370000.0,1580,7000,1976,3,1.75,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
166,269950.0,1340,7250,1949,2,1.75,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
167,807100.0,2680,4499,1999,4,2.5,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
168,653000.0,2680,9750,1979,3,2.5,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
169,371500.0,1370,8336,1964,3,2.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
170,284000.0,1560,21000,1954,3,1.75,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
171,272000.0,2160,7140,1978,3,1.75,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
172,313000.0,1340,7912,1955,3,1.5,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
173,917500.0,3880,35003,1984,4,2.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
174,673000.0,2590,8190,1980,4,2.25,2.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
175,425000.0,1120,1100,2008,3,2.5,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
176,399950.0,1970,5400,1986,5,2.75,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
177,385000.0,1220,4800,1901,3,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
178,269950.0,1950,7560,1975,3,1.5,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
179,330000.0,1350,8220,1949,2,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
180,260000.0,1670,5797,1988,3,2.5,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
181,470000.0,2380,5125,1925,4,3.0,1.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
182,589000.0,2440,9600,1961,4,3.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
183,163500.0,1050,3419,1996,2,1.5,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
184,835000.0,3130,13412,1993,4,2.75,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
185,1100000.0,4090,12850,1986,5,3.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
186,269000.0,1490,10000,1969,4,1.75,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
187,560000.0,1900,8744,1987,3,2.5,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
188,615000.0,1330,2400,1901,4,1.0,1.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
189,585188.0,2230,10026,1975,3,2.25,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
190,305000.0,1650,9480,1977,3,1.75,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
191,166950.0,1190,8820,1959,3,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
192,799000.0,2140,9897,1959,3,2.5,1.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
193,400000.0,2180,7508,1962,3,2.5,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
194,230000.0,1060,10228,1948,3,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
195,256883.0,1690,5025,2003,3,2.5,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
196,423000.0,1970,6480,1920,4,2.0,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
197,465000.0,2150,4084,2007,3,2.5,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
198,440000.0,1910,66211,1997,3,2.5,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
199,385000.0,1350,155073,1969,3,1.75,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
200,210000.0,860,11725,1943,3,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
201,297000.0,1940,14952,1994,3,2.5,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
202,470000.0,1010,5000,1952,3,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
203,226500.0,1300,7370,1976,3,1.5,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
204,274250.0,910,8450,1962,3,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
206,677900.0,2440,4587,2010,3,2.5,2.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
207,425000.0,1010,5864,1915,3,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
208,180250.0,900,9600,1941,2,0.75,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
209,464000.0,2300,3404,1920,6,3.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
